expression,reading,level
依頼,いらい,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15
いらいら,いらいら,JLPT JLPT_2 JLPT_3
いらっしゃい,いらっしゃい,JLPT JLPT_2 JLPT_3
医療,いりょう,JLPT JLPT_2 JLPT_3
岩,いわ,JLPT JLPT_2 JLPT_3
祝い,いわい,JLPT JLPT_2 JLPT_3
祝う,いわう,JLPT JLPT_2 JLPT_3
言わば,いわば,JLPT JLPT_2 JLPT_3
いわゆる,いわゆる,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14
インク,インク,JLPT JLPT_2 JLPT_3
印刷,いんさつ,JLPT JLPT_2 JLPT_3
印象,いんしょう,JLPT JLPT_2 JLPT_3
引退,いんたい,JLPT JLPT_2 JLPT_3
インタビュー,インタビュー,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15
引用,いんよう,JLPT JLPT_2 JLPT_3
ウイスキー,ウイスキー,JLPT JLPT_2 JLPT_3
上,うわ,JLPT JLPT_2 JLPT_3
魚,うお,JLPT JLPT_2 JLPT_3
うがい,うがい,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12
受け取る,うけとる,JLPT JLPT_2 JLPT_3
動かす,うごかす,JLPT JLPT_2 JLPT_3
兎,うさぎ,JLPT JLPT_2 JLPT_3
牛,うし,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10
失う,うしなう,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14
疑う,うたがう,JLPT JLPT_2 JLPT_3
宇宙,うちゅう,JLPT JLPT_2 JLPT_3
討つ,うつ,JLPT JLPT_2 JLPT_3
撃つ,うつ,JLPT JLPT_2 JLPT_3
うっかり,うっかり,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15
映す,うつす,JLPT JLPT_2 JLPT_3
訴える,うったえる,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12
写る,うつる,JLPT JLPT_2 JLPT_3
映る,うつる,JLPT JLPT_2 JLPT_3
うなる,うなる,JLPT JLPT_2 JLPT_3
奪う,うばう,JLPT JLPT_2 JLPT_3
馬,うま,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10
生まれ,うまれ,JLPT JLPT_2 JLPT_3
有無,うむ,JLPT JLPT_2 JLPT_3
梅,うめ,JLPT JLPT_2 JLPT_3
埋める,うめる,JLPT JLPT_2 JLPT_3
裏切る,うらぎる,JLPT JLPT_2 JLPT_3
羨ましい,うらやましい,JLPT JLPT_2 JLPT_3
売れる,うれる,JLPT JLPT_2 JLPT_3
噂,うわさ,JLPT JLPT_2 JLPT_3
運,うん,JLPT JLPT_2 JLPT_3
運転,うんてん,JLPT JLPT_2 JLPT_3
柄,え,JLPT_1 JLPT JLPT_2 JLPT_3
永遠,えいえん,JLPT JLPT_2 JLPT_3
永久,えいきゅう,JLPT JLPT_2 JLPT_3
影響,えいきょう,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.9
営業,えいぎょう,JLPT JLPT_2 JLPT_3
衛星,えいせい,JLPT_1 JLPT JLPT_2 JLPT_3
栄養,えいよう,JLPT JLPT_2 JLPT_3
笑顔,えがお,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.11
描く,えがく,JLPT JLPT_2 JLPT_3
餌,えさ,JLPT JLPT_2 JLPT_3
エネルギー,エネルギー,JLPT JLPT_2 JLPT_3
得る,える,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.11
得る,うる,JLPT JLPT_2 JLPT_3
円,えん,JLPT JLPT_2 JLPT_3
延期,えんき,JLPT JLPT_2 JLPT_3
演技,えんぎ,JLPT JLPT_2 JLPT_3
援助,えんじょ,JLPT JLPT_2 JLPT_3
エンジン,エンジン,JLPT JLPT_2 JLPT_3
演説,えんぜつ,JLPT JLPT_2 JLPT_3
演奏,えんそう,JLPT JLPT_2 JLPT_3
老い,おい,JLPT JLPT_2 JLPT_3
追い付く,おいつく,JLPT JLPT_2 JLPT_3
王,おう,JLPT JLPT_2 JLPT_3
追う,おう,JLPT JLPT_2 JLPT_3
応援,おうえん,JLPT JLPT_2 JLPT_3
王様,おうさま,JLPT JLPT_2 JLPT_3
王子,おうじ,JLPT JLPT_2 JLPT_3
応じる,おうじる,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14
横断,おうだん,JLPT JLPT_2 JLPT_3
終える,おえる,JLPT JLPT_2 JLPT_3
大いに,おおいに,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13
覆う,おおう,JLPT JLPT_2 JLPT_3
大家,おおや,JLPT JLPT_2 JLPT_3
丘,おか,JLPT JLPT_2 JLPT_3
沖,おき,JLPT JLPT_2 JLPT_3
奥,おく,JLPT JLPT_2 JLPT_3
贈る,おくる,JLPT JLPT_2 JLPT_3
起こる,おこる,JLPT JLPT_2 JLPT_3
押える,おさえる,JLPT JLPT_2 JLPT_3
幼い,おさない,JLPT JLPT_2 JLPT_3
収める,おさめる,JLPT JLPT_2 JLPT_3
納める,おさめる,JLPT JLPT_2 JLPT_3
治める,おさめる,JLPT JLPT_2 JLPT_3
お辞儀,おじぎ,JLPT JLPT_2 JLPT_3
お洒落,おしゃれ,JLPT JLPT_2 JLPT_3
お喋り,おしゃべり,JLPT JLPT_2 JLPT_3
汚染,おせん,JLPT JLPT_2 JLPT_3
恐らく,おそらく,JLPT JLPT_2 JLPT_3
恐れる,おそれる,JLPT JLPT_2 JLPT_3
恐ろしい,おそろしい,JLPT JLPT_2 JLPT_3
教わる,おそわる,JLPT JLPT_2 JLPT_3
お互い,おたがい,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.1
穏やか,おだやか,JLPT JLPT_2 JLPT_3
男の人,おとこのひと,JLPT JLPT_3 JLPT_2 Genki_Ln.7 Genki
大人しい,おとなしい,JLPT JLPT_2 JLPT_3
劣る,おとる,JLPT JLPT_2 JLPT_3
鬼,おに,JLPT JLPT_2 JLPT_3
帯,おび,JLPT JLPT_2 JLPT_3
お昼,おひる,JLPT JLPT_2 JLPT_3
オフィス,オフィス,JLPT JLPT_2 JLPT_3
溺れる,おぼれる,JLPT JLPT_2 JLPT_3
お前,おまえ,JLPT JLPT_2 JLPT_3
おめでとう,おめでとう,JLPT JLPT_2 JLPT_3
お目に掛かる,おめにかかる,JLPT JLPT_2 JLPT_3
思い付く,おもいつく,JLPT JLPT_2 JLPT_3
思い出,おもいで,JLPT JLPT_3 JLPT_2 Genki_Ln.23 Genki
主に,おもに,JLPT JLPT_2 JLPT_3
思わず,おもわず,JLPT JLPT_2 JLPT_3
泳ぎ,およぎ,JLPT JLPT_2 JLPT_3
およそ,およそ,JLPT JLPT_2 JLPT_3
及ぼす,およぼす,JLPT JLPT_2 JLPT_3
下す,おろす,JLPT JLPT_2 JLPT_3
降ろす,おろす,JLPT JLPT_2 JLPT_3
卸す,おろす,JLPT JLPT_2 JLPT_3
音,おん,JLPT JLPT_2 JLPT_3
恩,おん,JLPT JLPT_2 JLPT_3
温暖,おんだん,JLPT JLPT_2 JLPT_3
温度,おんど,JLPT JLPT_2 JLPT_3
可,か,JLPT JLPT_2 JLPT_3
蚊,か,JLPT JLPT_3 JLPT_2 Genki Genki_Ln.21
課,か,JLPT JLPT_2 JLPT_3
カー,カー,JLPT JLPT_2 JLPT_3
カード,カード,JLPT JLPT_2 JLPT_3
貝,かい,JLPT JLPT_2 JLPT_3
害,がい,JLPT JLPT_2 JLPT_3
会員,かいいん,JLPT JLPT_2 JLPT_3
絵画,かいが,JLPT JLPT_2 JLPT_3
海外,かいがい,JLPT JLPT_2 JLPT_3
会計,かいけい,JLPT JLPT_2 JLPT_3
解決,かいけつ,JLPT JLPT_2 JLPT_3
会合,かいごう,JLPT JLPT_2 JLPT_3
外交,がいこう,JLPT JLPT_2 JLPT_3
開始,かいし,JLPT JLPT_2 JLPT_3
解釈,かいしゃく,JLPT JLPT_2 JLPT_3
外出,がいしゅつ,JLPT JLPT_2 JLPT_3
改善,かいぜん,JLPT JLPT_2 JLPT_3
快適,かいてき,JLPT JLPT_2 JLPT_3
回復,かいふく,JLPT JLPT_2 JLPT_3
飼う,かう,JLPT Genki_Ln.11 JLPT_3 JLPT_2 Genki
帰す,かえす,JLPT JLPT_2 JLPT_3
代える,かえる,JLPT JLPT_2 JLPT_3
替える,かえる,JLPT JLPT_2 JLPT_3
換える,かえる,JLPT JLPT_3 JLPT_2 Genki_Ln.23 Genki
反る,かえる,JLPT JLPT_2 JLPT_3
香り,かおり,JLPT JLPT_2 JLPT_3
画家,がか,JLPT JLPT_2 JLPT_3
抱える,かかえる,JLPT JLPT_2 JLPT_3
価格,かかく,JLPT JLPT_2 JLPT_3
化学,かがく,JLPT JLPT_2 JLPT_3
輝く,かがやく,JLPT JLPT_2 JLPT_3
係,かかり,JLPT JLPT_2 JLPT_3
罹る,かかる,JLPT JLPT_2 JLPT_3
限る,かぎる,JLPT JLPT_2 JLPT_3
掻く,かく,JLPT JLPT_2 JLPT_3
描く,かく,JLPT JLPT_2 JLPT_3
嗅ぐ,かぐ,JLPT JLPT_2 JLPT_3
家具,かぐ,Genki_Ln.15 JLPT JLPT_3 JLPT_2 Genki
学,がく,JLPT JLPT_2 JLPT_3
額,がく,JLPT JLPT_2 JLPT_3
覚悟,かくご,JLPT JLPT_2 JLPT_3
確実,かくじつ,JLPT JLPT_2 JLPT_3
学者,がくしゃ,JLPT JLPT_2 JLPT_3
学習,がくしゅう,JLPT JLPT_2 JLPT_3
隠す,かくす,JLPT JLPT_2 JLPT_3
拡大,かくだい,JLPT JLPT_2 JLPT_3
確認,かくにん,JLPT JLPT_2 JLPT_3
学問,がくもん,JLPT JLPT_2 JLPT_3
隠れる,かくれる,JLPT JLPT_2 JLPT_3
影,かげ,JLPT JLPT_2 JLPT_3
陰,かげ,JLPT JLPT_2 JLPT_3
欠ける,かける,JLPT JLPT_2 JLPT_3
加減,かげん,JLPT JLPT_2 JLPT_3
過去,かこ,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13
籠,かご,JLPT JLPT_2 JLPT_3
囲む,かこむ,JLPT JLPT_2 JLPT_3
火災,かさい,JLPT JLPT_2 JLPT_3
重なる,かさなる,JLPT JLPT_2 JLPT_3
重ねる,かさねる,JLPT JLPT_2 JLPT_3
飾り,かざり,JLPT JLPT_2 JLPT_3
貸し,かし,JLPT JLPT_2 JLPT_3
菓子,かし,JLPT JLPT_2 JLPT_3
家事,かじ,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14 Genki_Ln.22 Genki
賢い,かしこい,JLPT JLPT_2 JLPT_3
歌手,かしゅ,JLPT Genki_Ln.11 JLPT_3 JLPT_2 Genki
数,かず,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.3
稼ぐ,かせぐ,JLPT JLPT_2 JLPT_3
数える,かぞえる,JLPT JLPT_2 JLPT_3
型,かた,JLPT JLPT_2 JLPT_3
肩,かた,JLPT JLPT_2 JLPT_3
堅い,かたい,JLPT JLPT_2 JLPT_3
硬い,かたい,JLPT JLPT_2 JLPT_3
方々,かたがた,JLPT JLPT_2 JLPT_3
片付く,かたづく,JLPT JLPT_2 JLPT_3
刀,かたな,JLPT JLPT_2 JLPT_3
語る,かたる,JLPT JLPT_2 JLPT_3
勝ち,かち,JLPT JLPT_2 JLPT_3
価値,かち,JLPT JLPT_2 JLPT_3
がっかり,がっかり,JLPT JLPT_2 JLPT_3
活気,かっき,JLPT Intermediate_Japanese JLPT_1 JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10
楽器,がっき,JLPT Genki_Ln.13 JLPT_3 JLPT_2 Genki
学期,がっき,JLPT JLPT_2 JLPT_3
活動,かつどう,JLPT JLPT_2 JLPT_3
活躍,かつやく,JLPT JLPT_2 JLPT_3
活用,かつよう,JLPT JLPT_2 JLPT_3
仮定,かてい,JLPT JLPT_2 JLPT_3
過程,かてい,JLPT JLPT_2 JLPT_3
課程,かてい,JLPT JLPT_2 JLPT_3
悲しむ,かなしむ,JLPT JLPT_2 JLPT_3
必ずしも,かならずしも,JLPT JLPT_2 JLPT_3
かなり,かなり,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7
金,かね,JLPT JLPT_2 JLPT_3
鐘,かね,JLPT JLPT_2 JLPT_3
可能,かのう,JLPT JLPT_2 JLPT_3
株,かぶ,JLPT JLPT_2 JLPT_3
被る,かぶる,JLPT JLPT_2 JLPT_3
我慢,がまん,JLPT JLPT_2 JLPT_3
上,かみ,JLPT JLPT_2 JLPT_3
神,かみ,JLPT JLPT_2 JLPT_3
雷,かみなり,JLPT JLPT_2 JLPT_3
髪の毛,かみのけ,JLPT JLPT_2 JLPT_3
科目,かもく,JLPT JLPT_2 JLPT_3
かもしれない,かもしれない,JLPT JLPT_2 JLPT_3
かゆい,かゆい,JLPT JLPT_2 JLPT_3
歌謡,かよう,JLPT JLPT_2 JLPT_3
空,から,JLPT JLPT_2 JLPT_3
殻,から,JLPT JLPT_2 JLPT_3
柄,がら,JLPT JLPT_2 JLPT_3
刈る,かる,JLPT JLPT_2 JLPT_3
河,かわ,JLPT JLPT_2 JLPT_3
皮,かわ,JLPT JLPT_2 JLPT_3
革,かわ,JLPT JLPT_2 JLPT_3
可愛そう,かわいそう,JLPT JLPT_2 JLPT_3
可愛らしい,かわいらしい,JLPT JLPT_2 JLPT_3
乾かす,かわかす,JLPT JLPT_2 JLPT_3
渇く,かわく,JLPT JLPT_2 JLPT_3
代る,かわる,JLPT JLPT_2 JLPT_3
缶,かん,JLPT_1 JLPT JLPT_2 JLPT_3
勘,かん,JLPT JLPT_2 JLPT_3
考え,かんがえ,JLPT JLPT_2 JLPT_3
感覚,かんかく,JLPT JLPT_2 JLPT_3
間隔,かんかく,JLPT JLPT_2 JLPT_3
観客,かんきゃく,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7
環境,かんきょう,JLPT JLPT_3 JLPT_2 Genki Genki_Ln.21
歓迎,かんげい,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.5
観光,かんこう,Genki_Ln.15 JLPT JLPT_3 JLPT_2 Genki
観察,かんさつ,JLPT JLPT_2 JLPT_3
感じ,かんじ,JLPT JLPT_2 JLPT_3
感謝,かんしゃ,JLPT JLPT_2 JLPT_3
患者,かんじゃ,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12
勘定,かんじょう,JLPT JLPT_2 JLPT_3
感情,かんじょう,JLPT JLPT_2 JLPT_3
感じる,かんじる,JLPT JLPT_2 JLPT_3
感心,かんしん,JLPT JLPT_2 JLPT_3
関心,かんしん,JLPT JLPT_2 JLPT_3
関する,かんする,JLPT JLPT_2 JLPT_3
完成,かんせい,JLPT JLPT_2 JLPT_3
完全,かんぜん,JLPT JLPT_2 JLPT_3
乾燥,かんそう,JLPT JLPT_2 JLPT_3
感想,かんそう,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.11
感動,かんどう,JLPT JLPT_2 JLPT_3
監督,かんとく,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7
管理,かんり,JLPT JLPT_2 JLPT_3
完了,かんりょう,JLPT JLPT_2 JLPT_3
関連,かんれん,JLPT JLPT_2 JLPT_3
議員,ぎいん,JLPT JLPT_2 JLPT_3
記憶,きおく,JLPT JLPT_2 JLPT_3
気温,きおん,JLPT Genki_Ln.12 JLPT_3 JLPT_2 Genki
機械,きかい,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14
器械,きかい,JLPT JLPT_2 JLPT_3
議会,ぎかい,JLPT JLPT_2 JLPT_3
期間,きかん,JLPT JLPT_2 JLPT_3
機関,きかん,JLPT JLPT_2 JLPT_3
企業,きぎょう,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14
効く,きく,JLPT JLPT_2 JLPT_3
期限,きげん,JLPT JLPT_2 JLPT_3
機嫌,きげん,JLPT JLPT_2 JLPT_3
気候,きこう,JLPT JLPT_2 JLPT_3
岸,きし,JLPT JLPT_2 JLPT_3
生地,きじ,JLPT JLPT_2 JLPT_3
記事,きじ,JLPT JLPT_2 JLPT_3
技師,ぎし,JLPT JLPT_2 JLPT_3
記者,きしゃ,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15
傷,きず,JLPT JLPT_2 JLPT_3
期待,きたい,JLPT JLPT_2 JLPT_3
気体,きたい,JLPT JLPT_2 JLPT_3
帰宅,きたく,JLPT JLPT_2 JLPT_3
貴重,きちょう,JLPT JLPT_2 JLPT_3
議長,ぎちょう,JLPT JLPT_2 JLPT_3
きちんと,きちんと,JLPT JLPT_2 JLPT_3
きつい,きつい,JLPT JLPT_2 JLPT_3
気付く,きづく,JLPT JLPT_2 JLPT_3
気に入る,きにいる,JLPT JLPT_2 JLPT_3
記入,きにゅう,JLPT JLPT_2 JLPT_3
記念,きねん,JLPT JLPT_2 JLPT_3
機能,きのう,JLPT JLPT_2 JLPT_3
気の毒,きのどく,JLPT JLPT_2 JLPT_3
寄付,きふ,JLPT JLPT_2 JLPT_3
希望,きぼう,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.3
基本,きほん,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15
決まり,きまり,JLPT JLPT_2 JLPT_3
気味,きみ,JLPT JLPT_2 JLPT_3
奇妙,きみょう,JLPT JLPT_2 JLPT_3
義務,ぎむ,JLPT JLPT_2 JLPT_3
疑問,ぎもん,JLPT JLPT_2 JLPT_3
逆,ぎゃく,JLPT JLPT_2 JLPT_3
キャプテン,キャプテン,JLPT JLPT_2 JLPT_3
キャンプ,キャンプ,JLPT Genki_Ln.11 JLPT_3 JLPT_2 Genki
旧,きゅう,JLPT JLPT_2 JLPT_3
級,きゅう,JLPT JLPT_2 JLPT_3
球,きゅう,JLPT JLPT_2 JLPT_3
休暇,きゅうか,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.1
休憩,きゅうけい,JLPT JLPT_2 JLPT_3
急激,きゅうげき,JLPT JLPT_2 JLPT_3
吸収,きゅうしゅう,JLPT JLPT_2 JLPT_3
救助,きゅうじょ,JLPT JLPT_2 JLPT_3
急速,きゅうそく,JLPT JLPT_2 JLPT_3
休息,きゅうそく,JLPT JLPT_2 JLPT_3
急に,きゅうに,JLPT JLPT_2 JLPT_3
給料,きゅうりょう,Genki_Ln.17 JLPT JLPT_3 JLPT_2 Genki
器用,きよう,JLPT JLPT_2 JLPT_3
教科書,きょうかしょ,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Genki_Ln.6 Intermediate_Japanese_Ln.13 Genki
競技,きょうぎ,JLPT JLPT_2 JLPT_3
行儀,ぎょうぎ,JLPT JLPT_2 JLPT_3
供給,きょうきゅう,JLPT JLPT_2 JLPT_3
教授,きょうじゅ,JLPT JLPT_2 JLPT_3
強調,きょうちょう,JLPT JLPT_2 JLPT_3
共通,きょうつう,JLPT JLPT_2 JLPT_3
共同,きょうどう,JLPT JLPT_2 JLPT_3
恐怖,きょうふ,JLPT JLPT_2 JLPT_3
協力,きょうりょく,JLPT JLPT_2 JLPT_3
強力,きょうりょく,JLPT JLPT_2 JLPT_3
許可,きょか,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.4
局,きょく,JLPT JLPT_2 JLPT_3
巨大,きょだい,JLPT JLPT_2 JLPT_3
嫌う,きらう,JLPT JLPT_2 JLPT_3
霧,きり,JLPT JLPT_2 JLPT_3
切れ,きれ,JLPT JLPT_2 JLPT_3
切れる,きれる,JLPT JLPT_2 JLPT_3
記録,きろく,JLPT JLPT_2 JLPT_3
議論,ぎろん,JLPT JLPT_2 JLPT_3
金,きん,JLPT JLPT_2 JLPT_3
銀,ぎん,JLPT JLPT_2 JLPT_3
禁煙,きんえん,JLPT JLPT_2 JLPT_3
金額,きんがく,JLPT JLPT_2 JLPT_3
金庫,きんこ,JLPT JLPT_2 JLPT_3
禁止,きんし,JLPT JLPT_2 JLPT_3
金銭,きんせん,JLPT JLPT_2 JLPT_3
金属,きんぞく,JLPT JLPT_2 JLPT_3
近代,きんだい,JLPT JLPT_2 JLPT_3
緊張,きんちょう,JLPT JLPT_2 JLPT_3
筋肉,きんにく,JLPT JLPT_2 JLPT_3
金融,きんゆう,JLPT JLPT_2 JLPT_3
句,く,JLPT JLPT_2 JLPT_3
食う,くう,JLPT JLPT_2 JLPT_3
偶然,ぐうぜん,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.4
臭い,くさい,JLPT JLPT_2 JLPT_3
鎖,くさり,JLPT JLPT_2 JLPT_3
腐る,くさる,JLPT JLPT_2 JLPT_3
癖,くせ,JLPT JLPT_2 JLPT_3
管,くだ,JLPT JLPT_2 JLPT_3
具体,ぐたい,JLPT JLPT_2 JLPT_3
下り,くだり,JLPT JLPT_2 JLPT_3
下る,くだる,JLPT JLPT_2 JLPT_3
苦痛,くつう,JLPT JLPT_2 JLPT_3
ぐっすり,ぐっすり,JLPT JLPT_2 JLPT_3
区別,くべつ,JLPT JLPT_2 JLPT_3
組,くみ,JLPT JLPT_2 JLPT_3
組合,くみあい,JLPT JLPT_2 JLPT_3
組む,くむ,JLPT JLPT_2 JLPT_3
汲む,くむ,JLPT JLPT_2 JLPT_3
酌む,くむ,JLPT JLPT_2 JLPT_3
悔しい,くやしい,JLPT JLPT_2 JLPT_3
位,くらい,JLPT JLPT_2 JLPT_3
暮らし,くらし,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13
クラシック,クラシック,JLPT JLPT_2 JLPT_3
暮らす,くらす,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.11
グラス,グラス,JLPT JLPT_2 JLPT_3
グランド,グランド,JLPT JLPT_2 JLPT_3
クリーム,クリーム,JLPT JLPT_2 JLPT_3
繰り返す,くりかえす,JLPT JLPT_2 JLPT_3
クリスマス,クリスマス,JLPT Genki_Ln.14 JLPT_3 JLPT_2 Genki
狂う,くるう,JLPT JLPT_2 JLPT_3
グループ,グループ,JLPT JLPT_2 JLPT_3
苦しい,くるしい,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15
苦しむ,くるしむ,JLPT JLPT_2 JLPT_3
暮れ,くれ,JLPT JLPT_2 JLPT_3
苦労,くろう,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14
加える,くわえる,JLPT JLPT_2 JLPT_3
咥える,くわえる,JLPT JLPT_2 JLPT_3
詳しい,くわしい,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8
加わる,くわわる,JLPT JLPT_2 JLPT_3
訓,くん,JLPT JLPT_2 JLPT_3
軍,ぐん,JLPT JLPT_2 JLPT_3
郡,ぐん,JLPT JLPT_2 JLPT_3
軍隊,ぐんたい,JLPT JLPT_2 JLPT_3
訓練,くんれん,JLPT JLPT_2 JLPT_3
下,げ,JLPT JLPT_2 JLPT_3
計,けい,JLPT JLPT_2 JLPT_3
敬意,けいい,JLPT JLPT_2 JLPT_3
経営,けいえい,JLPT JLPT_2 JLPT_3
景気,けいき,JLPT JLPT_2 JLPT_3
傾向,けいこう,JLPT JLPT_2 JLPT_3
警告,けいこく,JLPT JLPT_2 JLPT_3
計算,けいさん,JLPT JLPT_2 JLPT_3
掲示,けいじ,JLPT JLPT_2 JLPT_3
刑事,けいじ,JLPT JLPT_2 JLPT_3
芸術,げいじゅつ,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10
契約,けいやく,JLPT JLPT_2 JLPT_3
経由,けいゆ,JLPT JLPT_2 JLPT_3
ケース,ケース,JLPT_1 JLPT JLPT_2 JLPT_3
ゲーム,ゲーム,JLPT JLPT_2 JLPT_3
劇,げき,JLPT JLPT_2 JLPT_3
劇場,げきじょう,JLPT JLPT_2 JLPT_3
化粧,けしょう,JLPT JLPT_2 JLPT_3
けち,けち,JLPT JLPT_2 JLPT_3
血液,けつえき,JLPT JLPT_2 JLPT_3
結果,けっか,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.5
欠陥,けっかん,JLPT JLPT_2 JLPT_3
結局,けっきょく,JLPT JLPT_2 JLPT_3
決心,けっしん,JLPT JLPT_2 JLPT_3
欠席,けっせき,JLPT JLPT_2 JLPT_3
決定,けってい,JLPT JLPT_2 JLPT_3
欠点,けってん,JLPT JLPT_2 JLPT_3
結論,けつろん,JLPT JLPT_2 JLPT_3
煙,けむり,JLPT JLPT_2 JLPT_3
蹴る,ける,JLPT JLPT_3 JLPT_2 Genki Genki_Ln.21
券,けん,JLPT JLPT_2 JLPT_3
県,けん,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7
見解,けんかい,JLPT JLPT_2 JLPT_3
限界,げんかい,JLPT JLPT_2 JLPT_3
現金,げんきん,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.9
言語,げんご,JLPT JLPT_2 JLPT_3
健康,けんこう,JLPT JLPT_2 JLPT_3
検査,けんさ,JLPT JLPT_2 JLPT_3
現在,げんざい,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12
現実,げんじつ,JLPT JLPT_2 JLPT_3
現象,げんしょう,JLPT JLPT_2 JLPT_3
現状,げんじょう,JLPT JLPT_2 JLPT_3
建設,けんせつ,JLPT JLPT_2 JLPT_3
現代,げんだい,JLPT JLPT_2 JLPT_3
建築,けんちく,JLPT JLPT_2 JLPT_3
見当,けんとう,JLPT JLPT_2 JLPT_3
検討,けんとう,JLPT JLPT_2 JLPT_3
現場,げんば,JLPT JLPT_2 JLPT_3
憲法,けんぽう,JLPT JLPT_2 JLPT_3
権利,けんり,JLPT JLPT_2 JLPT_3
後,ご,JLPT JLPT_2 JLPT_3
碁,ご,JLPT JLPT_2 JLPT_3
恋,こい,JLPT JLPT_2 JLPT_3
濃い,こい,JLPT JLPT_2 JLPT_3
恋人,こいびと,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.9
幸運,こううん,JLPT JLPT_2 JLPT_3
講演,こうえん,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15
効果,こうか,JLPT JLPT_2 JLPT_3
硬貨,こうか,JLPT JLPT_2 JLPT_3
高価,こうか,JLPT JLPT_2 JLPT_3
豪華,ごうか,JLPT JLPT_2 JLPT_3
合格,ごうかく,JLPT JLPT_2 JLPT_3
交換,こうかん,JLPT JLPT_2 JLPT_3
航空,こうくう,JLPT JLPT_2 JLPT_3
光景,こうけい,JLPT JLPT_2 JLPT_3
合計,ごうけい,JLPT JLPT_2 JLPT_3
攻撃,こうげき,JLPT JLPT_2 JLPT_3
貢献,こうけん,JLPT JLPT_2 JLPT_3
広告,こうこく,JLPT Genki_Ln.13 Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15 Genki
交際,こうさい,JLPT JLPT_2 JLPT_3
